,start,node,geometry,count
1289,8065,9076,"LINESTRING (-21.524386 64.33508689999999, -21.5301805 64.33701050000001)",96
1290,8065,12337,"LINESTRING (-21.524386 64.33508689999999, -21.5219474 64.33424979999999)",10
1291,8075,221,"LINESTRING (-21.8337045 64.12951940000001, -21.8327276 64.1303164)",1
1292,8094,12992,"LINESTRING (-21.6887368 64.1399048, -21.6897315 64.1407571, -21.6950366 64.1427341)",15
1293,8097,8584,"LINESTRING (-21.6824026 64.16128, -21.6811954 64.1607961)",139
1294,8097,new_obj_2190,"LINESTRING (-21.68861757784488 64.16363053266413, -21.6874967 64.1633088, -21.6824026 64.16128)",172
1295,8100,new_obj_500,"LINESTRING (-21.9310842 64.12340039999999, -21.93106969986121 64.12302540004924)",409
1296,8106,12328,"LINESTRING (-21.8381113 64.1416203, -21.8415403 64.1415695)",15
1297,8113,2823,"LINESTRING (-21.5301561 64.3227242, -21.5526146 64.327242)",15
1298,8115,3099,"LINESTRING (-21.5882099 64.3450574, -21.5877646 64.3446266)",15
1299,8141,10937,"LINESTRING (-21.7108994 64.20836540000001, -21.7117283 64.2082539)",49
1300,8142,new_obj_185,"LINESTRING (-21.5958485 64.1061328, -21.5957008501081 64.10728855004292)",15
1301,8151,6741,"LINESTRING (-21.4051153 64.2765538, -21.4040499 64.2784716)",15
1302,8158,5793,"LINESTRING (-21.7122244 64.1234561, -21.7118692 64.1239628)",15
1303,8175,10054,"LINESTRING (-21.6578239 64.35306660000001, -21.6604254 64.3528237)",15
1304,8179,12253,"LINESTRING (-21.4657262 64.2841835, -21.4633283 64.28650639999999)",15
1305,8190,4686,"LINESTRING (-21.7212808 64.33310160000001, -21.7405069 64.3304083)",1191
1306,8190,6919,"LINESTRING (-21.7212808 64.33310160000001, -21.7072643 64.33333589999999)",261
1307,8193,6747,"LINESTRING (-21.6687333 64.2926416, -21.6686426 64.2933221)",15
1308,8212,11877,"LINESTRING (-21.5396994 64.2955384, -21.5402985 64.29570029999999)",15
1309,8216,15304,"LINESTRING (-21.6094725 64.1187925, -21.6064738 64.1181205)",15
1310,8239,13621,"LINESTRING (-21.7040209 64.2046977, -21.7056625 64.2073704)",4
1311,8241,2251,"LINESTRING (-21.7348774 64.086038, -21.7355212 64.0869472)",15
1312,8243,7978,"LINESTRING (-21.5208465 64.3054037, -21.5185224 64.30544039999999)",25
1313,8243,13100,"LINESTRING (-21.5208465 64.3054037, -21.5248129 64.30536170000001)",46
1314,8244,14142,"LINESTRING (-21.548489 64.19604750000001, -21.5394031 64.19095369999999)",52
1315,8252,new_obj_669,"LINESTRING (-21.86194 64.1256032, -21.86350150012527 64.12603930006014)",14
1316,8253,717,"LINESTRING (-21.5321773 64.3000729, -21.5408172 64.29689380000001)",15
1317,8254,15316,"LINESTRING (-21.6874141 64.17888979999999, -21.6844972 64.1789644)",2
1318,8267,2616,"LINESTRING (-21.7743287 64.1421402, -21.7746154 64.14292349999999)",4
1319,8267,new_obj_1458,"LINESTRING (-21.7743287 64.1421402, -21.77480669984558 64.14171900016849)",271
1320,8271,2666,"LINESTRING (-21.6772561 64.19028280000001, -21.677651 64.1901986)",28
1321,8293,9170,"LINESTRING (-21.6721161 64.13899929999999, -21.6713657 64.1392853)",22
1322,8305,11700,"LINESTRING (-21.7376208 64.0859918, -21.7393194 64.08550169999999)",1
1323,8313,new_obj_2403,"LINESTRING (-21.58233278031921 64.33965414075065, -21.5828294 64.3394038, -21.5830439 64.33924810000001, -21.5836528 64.3388637, -21.5860051 64.33794020000001)",6
1324,8338,7969,"LINESTRING (-21.445302 64.30004270000001, -21.4444407 64.30017719999999, -21.4466782 64.2989354)",15
1325,8343,9500,"LINESTRING (-21.3030268 64.36348630000001, -21.3021559 64.3638456, -21.3023765 64.36423600000001)",15
1326,8347,11948,"LINESTRING (-21.9879387 64.1567423, -21.9885137 64.1569841)",408
1327,8347,new_obj_2130,"LINESTRING (-21.9879387 64.1567423, -21.9867573491746 64.15520093314151)",13
1328,8351,7583,"LINESTRING (-21.8468792 64.1201997, -21.8464455 64.12006890000001)",4
1329,8351,new_obj_431,"LINESTRING (-21.8468792 64.1201997, -21.84809309988398 64.1202565000481)",9
1330,8355,5527,"LINESTRING (-21.6480495 64.1209049, -21.6460981 64.1196662)",185
1331,8355,11044,"LINESTRING (-21.6480495 64.1209049, -21.6485098 64.1225068)",70
1332,8356,15587,"LINESTRING (-21.7936306 64.1378065, -21.7925796 64.1382404)",2
1333,8375,6473,"LINESTRING (-21.9176259 64.13611179999999, -21.9158917 64.1359109)",84
1334,8375,new_obj_1166,"LINESTRING (-21.9176259 64.13611179999999, -21.91997499979199 64.13638140012789)",1557
1335,8379,2117,"LINESTRING (-21.8550474 64.24913220000001, -21.8595672 64.2498799)",15
1336,8405,242,"LINESTRING (-21.6807198 64.1907574, -21.6798395 64.1899126)",15
1337,8409,15963,"LINESTRING (-21.3114915 64.36478030000001, -21.3115084 64.3633804)",15
1338,8410,new_obj_2337,"LINESTRING (-21.7053994 64.20932620000001, -21.70592049267201 64.20903803805291)",15
1339,8429,1822,"LINESTRING (-21.5516044 64.3408596, -21.5311718 64.337282)",6
1340,8429,13055,"LINESTRING (-21.5516044 64.3408596, -21.5561328 64.3417288)",166
1341,8430,4036,"LINESTRING (-21.6016134 64.29929559999999, -21.5977465 64.29919200000001)",60
1342,8438,5503,"LINESTRING (-21.6858479 64.1847617, -21.685288 64.1840033)",2
1343,8439,new_obj_20,"LINESTRING (-21.7175683 64.09310929999999, -21.71199692957988 64.09255446316928)",69
1344,8439,new_obj_39,"LINESTRING (-21.7175683 64.09310929999999, -21.72265124996139 64.09328510027584)",424
1345,8452,15775,"LINESTRING (-21.8751693 64.15079679999999, -21.874201 64.1506241)",7
1346,8452,new_obj_2014,"LINESTRING (-21.8751693 64.15079679999999, -21.88132948370752 64.15161408303939)",17
1347,8468,2833,"LINESTRING (-21.8272794 64.117839, -21.8347317 64.1189033)",15
1348,8479,6048,"LINESTRING (-21.7834128 64.14738180000001, -21.783707 64.147614)",13
1349,8484,12996,"LINESTRING (-21.6126804 64.1738533, -21.6165669 64.1734177)",14
1350,8499,7707,"LINESTRING (-21.9316981 64.1416265, -21.9303345 64.1419645)",3
1351,8509,14705,"LINESTRING (-21.8091309 64.0977968, -21.821243 64.09807600000001)",384
1352,8509,new_obj_36,"LINESTRING (-21.8091309 64.0977968, -21.80533956529948 64.0972893397561)",12
1353,8532,11891,"LINESTRING (-21.7359014 64.1444096, -21.7379549 64.14144539999999)",15
1354,8560,new_obj_1512,"LINESTRING (-21.7969792 64.1431609, -21.79614328980901 64.14317485211517)",15
1355,8564,2073,"LINESTRING (-21.8775618 64.25291850000001, -21.8626467 64.2486387)",15
1356,8575,8020,"LINESTRING (-21.9555102 64.1504477, -21.9538149 64.150068)",4
1357,8584,4746,"LINESTRING (-21.6811954 64.1607961, -21.6800896 64.16034999999999)",140
1358,8584,8097,"LINESTRING (-21.6811954 64.1607961, -21.6824026 64.16128)",172
1359,8599,1464,"LINESTRING (-21.7527962 64.29537019999999, -21.7540048 64.29678989999999)",15
1360,8606,15434,"LINESTRING (-21.7748807 64.1110834, -21.7761273 64.11143970000001)",15
1361,8607,1040,"LINESTRING (-21.7941118 64.1555031, -21.7903892 64.1557079)",6
1362,8607,new_obj_2121,"LINESTRING (-21.7941118 64.1555031, -21.80171115020071 64.15248930022111)",24
1363,8654,15050,"LINESTRING (-21.669116 64.2060259, -21.6707441 64.20301689999999)",45
1364,8659,new_obj_1571,"LINESTRING (-21.9477652 64.1427217, -21.94807282473933 64.14296052141744)",1179
1365,8659,new_obj_1598,"LINESTRING (-21.9477652 64.1427217, -21.94697934998551 64.14216755029082)",40
1366,8669,5998,"LINESTRING (-21.4844808 64.294731, -21.4848129 64.294603)",15
1367,8689,7843,"LINESTRING (-21.5558142 64.1986984, -21.5515786 64.19756889999999)",15
1368,8691,new_obj_912,"LINESTRING (-21.91295335074025 64.13147792029218, -21.9121027 64.1315043, -21.9087289 64.1312648)",1
1369,8700,7149,"LINESTRING (-21.6636068 64.3541891, -21.6589964 64.35447189999999)",15
1370,8713,3427,"LINESTRING (-21.5753765 64.3643872, -21.535585 64.35909820000001)",386
1371,8713,7127,"LINESTRING (-21.5753765 64.3643872, -21.609519 64.3636475)",364
1372,8729,5760,"LINESTRING (-21.6063456 64.18078920000001, -21.6090729 64.1807529)",748
1373,8729,14785,"LINESTRING (-21.6063456 64.18078920000001, -21.5964523 64.18077359999999)",9
1374,8761,1725,"LINESTRING (-21.6634136 64.2990841, -21.6622442 64.2991562)",15
1375,8768,15462,"LINESTRING (-21.7769434 64.1521221, -21.7763406 64.1516862)",15
1376,8777,12011,"LINESTRING (-21.7684393 64.1304657, -21.7664583 64.13132280000001)",4
1377,8777,15129,"LINESTRING (-21.7797129 64.1262772, -21.7777359 64.12691510000001, -21.7684393 64.1304657)",35
1378,8793,new_obj_488,"LINESTRING (-21.8763493 64.1226071, -21.87542930025633 64.12248240009566)",3
1379,8793,new_obj_492,"LINESTRING (-21.8763493 64.1226071, -21.87708824985672 64.12263300008297)",10
1380,8798,9349,"LINESTRING (-21.8668144 64.1214738, -21.868079 64.121607)",9
1381,8798,14807,"LINESTRING (-21.8668144 64.1214738, -21.8658884 64.12137509999999)",3
1382,8809,1464,"LINESTRING (-21.7624483 64.2957851, -21.7540048 64.29678989999999)",15
1383,8816,new_obj_558,"LINESTRING (-21.7930028 64.1199101, -21.79305435014676 64.11968715005898)",6
1384,8822,new_obj_1558,"LINESTRING (-21.9025084 64.14375440000001, -21.90320350101839 64.14314177591008)",5
1385,8825,9894,"LINESTRING (-21.8554534 64.2419055, -21.8539683 64.2416504)",105
1386,8828,14102,"LINESTRING (-21.6444551 64.2018592, -21.6447321 64.20222080000001)",15
1387,8829,5487,"LINESTRING (-21.5586775 64.34226289999999, -21.5642838 64.3427575)",166
1388,8829,13055,"LINESTRING (-21.5586775 64.34226289999999, -21.5561328 64.3417288)",4
1389,8837,4464,"LINESTRING (-21.7192238 64.1612183, -21.7090521 64.1650046, -21.7069459 64.1648929)",200
1390,8837,5345,"LINESTRING (-21.7192238 64.1612183, -21.7200186 64.1605248)",3108
1391,8839,9290,"LINESTRING (-21.6358893 64.1119631, -21.6365298 64.11120819999999)",207
1392,8839,10822,"LINESTRING (-21.6358893 64.1119631, -21.6367004 64.1129797)",56
1393,8864,10356,"LINESTRING (-21.584545 64.1807787, -21.5885422 64.18012229999999)",15
1394,8867,1030,"LINESTRING (-21.6734775 64.1916873, -21.6765001 64.1908737)",28
1395,8876,new_obj_1881,"LINESTRING (-21.6616089 64.151303, -21.6638651499872 64.15072555020636)",1
1396,8914,10663,"LINESTRING (-21.6080027 64.1870359, -21.6106971 64.18716120000001)",30
1397,8915,9206,"LINESTRING (-21.7054782 64.20863060000001, -21.706862 64.207796)",15
1398,8923,7333,"LINESTRING (-21.8805023 64.14673190000001, -21.8819519 64.14671)",1
1399,8935,5998,"LINESTRING (-21.4944087 64.29971260000001, -21.4848129 64.294603)",52
1400,8935,13638,"LINESTRING (-21.4944087 64.29971260000001, -21.4951808 64.3007537)",30
1401,8950,new_obj_286,"LINESTRING (-21.823773 64.1110168, -21.82358985026296 64.11025185020694)",17
1402,8950,new_obj_325,"LINESTRING (-21.823773 64.1110168, -21.82375984695252 64.11124983661104)",18
1403,8979,856,"LINESTRING (-21.6947579 64.12806999999999, -21.6996063 64.1239997)",15
1404,8983,9083,"LINESTRING (-21.3760012 64.26509849999999, -21.3731799 64.2614591, -21.351811 64.2292906)",16
1405,8983,new_obj_2346,"LINESTRING (-21.351811 64.2292906, -21.43165485003792 64.20932940012396)",353
1406,8988,12408,"LINESTRING (-21.6913009 64.1785587, -21.6898976 64.17703210000001, -21.6897194 64.1767658, -21.6897464 64.17520829999999, -21.6899018 64.1750184, -21.6948025 64.1715817)",2
1407,8988,new_obj_2282,"LINESTRING (-21.69539449478119 64.17096975088602, -21.6951134 64.1712376, -21.6948025 64.1715817)",13
1408,8995,9859,"LINESTRING (-21.6838911 64.1859955, -21.6792826 64.1818806)",2266
1409,8995,new_obj_2321,"LINESTRING (-21.68709655015434 64.18939825013089, -21.6862302 64.1886684, -21.6859192 64.18836159999999, -21.6838911 64.1859955)",398
1410,8997,new_obj_2142,"LINESTRING (-21.7253337 64.1586985, -21.72698555024483 64.15800140011309)",36
1411,9042,15480,"LINESTRING (-21.8999934 64.1307609, -21.8986518 64.13269750000001)",13
1412,9042,new_obj_1246,"LINESTRING (-21.8999934 64.1307609, -21.90034701747751 64.13055605250568)",15
1413,9052,5863,"LINESTRING (-21.8330047 64.09727650000001, -21.8322606 64.0974786)",15
1414,9076,1822,"LINESTRING (-21.5301805 64.33701050000001, -21.5311718 64.337282)",110
1415,9076,8065,"LINESTRING (-21.5301805 64.33701050000001, -21.524386 64.33508689999999)",9
1416,9078,1644,"LINESTRING (-21.7567347 64.0871041, -21.755262 64.0863532)",393
1417,9078,5995,"LINESTRING (-21.7567347 64.0871041, -21.7575553 64.0875422)",210
1418,9083,5149,"LINESTRING (-21.3760012 64.26509849999999, -21.398913 64.28049799999999)",20
1419,9083,8983,"LINESTRING (-21.3760012 64.26509849999999, -21.3731799 64.2614591, -21.351811 64.2292906)",353
1420,9091,15288,"LINESTRING (-21.7799805 64.14607650000001, -21.7804433 64.1464941)",15
1421,9096,5329,"LINESTRING (-21.7049501 64.1212038, -21.7060541 64.1215423)",46
1422,9096,15661,"LINESTRING (-21.7049501 64.1212038, -21.7061709 64.1208529)",7
1423,9111,10362,"LINESTRING (-21.5952665 64.29957570000001, -21.5957731 64.2998723)",15
1424,9117,13304,"LINESTRING (-21.6662231 64.1941319, -21.6668415 64.19349750000001)",28
1425,9125,new_obj_1044,"LINESTRING (-21.7990396 64.1355733, -21.79958769976833 64.13502390027473)",15
1426,9126,new_obj_2413,"LINESTRING (-21.7186899 64.1666918, -21.71822148341467 64.16761790464278)",3
1427,9156,14747,"LINESTRING (-21.9567672 64.1508446, -21.956282 64.1503139)",3
1428,9164,8054,"LINESTRING (-21.8195424 64.15286469999999, -21.8174881 64.1542894)",15
1429,9168,464,"LINESTRING (-21.7355958 64.2077307, -21.7361639 64.20694469999999)",2
1430,9170,14361,"LINESTRING (-21.6713657 64.1392853, -21.6705264 64.13959250000001)",22
1431,9202,4384,"LINESTRING (-21.7453823 64.129738, -21.7473208 64.1300134)",88
1432,9205,12603,"LINESTRING (-21.6589433 64.1957153, -21.6615522 64.19470250000001)",13
1433,9206,8141,"LINESTRING (-21.706862 64.207796, -21.7108994 64.20836540000001)",49
1434,9220,11298,"LINESTRING (-21.8485974 64.24143840000001, -21.8458862 64.2427895)",120
1435,9222,new_obj_2413,"LINESTRING (-21.7178624 64.16828719999999, -21.71822148341467 64.16761790464278)",12
1436,9229,2526,"LINESTRING (-21.8189015 64.12561479999999, -21.81954385529247 64.12545308010513, -21.8201958 64.1255405)",9
1437,9247,2541,"LINESTRING (-21.7831218 64.0994599, -21.78502164983925 64.09863980007415, -21.7892118 64.0978475)",366
1438,9247,new_obj_261,"LINESTRING (-21.7831218 64.0994599, -21.78034163033539 64.1011833351193)",18
1439,9250,9437,"LINESTRING (-21.6117196 64.1134395, -21.6123876 64.1135)",60
1440,9253,9969,"LINESTRING (-21.8322759 64.1242455, -21.8375193 64.1240488)",8
1441,9254,11010,"LINESTRING (-21.6365505 64.287626, -21.6361893 64.2881556)",15
1442,9258,new_obj_1016,"LINESTRING (-21.8010358 64.1330087, -21.79983391387916 64.1326159020194)",105
1443,9261,3453,"LINESTRING (-21.6101749 64.319283, -21.609545 64.3190565)",1
1444,9261,5705,"LINESTRING (-21.6101749 64.319283, -21.6135039 64.32052950000001)",378
1445,9270,7164,"LINESTRING (-21.7620213 64.089382, -21.7627571 64.0896027, -21.7636174 64.0898114, -21.7653203 64.0904037)",224
1446,9270,11740,"LINESTRING (-21.7620213 64.089382, -21.7612085 64.0889985)",392
1447,9276,14024,"LINESTRING (-21.6774595 64.13760980000001, -21.676566 64.1378842)",7
1448,9287,11268,"LINESTRING (-21.7901547 64.1166626, -21.7891359 64.1164935)",2
1449,9290,8839,"LINESTRING (-21.6365298 64.11120819999999, -21.6358893 64.1119631)",56
1450,9290,new_obj_231,"LINESTRING (-21.6365298 64.11120819999999, -21.63837935003189 64.10891215003319)",207
1451,9303,15901,"LINESTRING (-21.7622824 64.0865534, -21.7623815 64.08770800000001)",15
1452,9315,3998,"LINESTRING (-21.9931575 64.1577867, -21.9921006 64.1576331)",13
1453,9315,9802,"LINESTRING (-21.9931575 64.1577867, -21.9997643 64.15934470000001)",408
1454,9318,4675,"LINESTRING (-21.7579718 64.1012964, -21.7569215 64.10109970000001)",382
1455,9318,new_obj_267,"LINESTRING (-21.7579718 64.1012964, -21.7593283999884 64.10146860002622)",635
1456,9319,1427,"LINESTRING (-21.6395315 64.35327789999999, -21.6411781 64.3539837)",378
1457,9319,10654,"LINESTRING (-21.6395315 64.35327789999999, -21.6312108 64.3504125)",420
1458,9323,13515,"LINESTRING (-21.598247 64.18376309999999, -21.5920334 64.1821841)",15
1459,9349,8798,"LINESTRING (-21.868079 64.121607, -21.8668144 64.1214738)",3
1460,9349,new_obj_540,"LINESTRING (-21.868079 64.121607, -21.86986158349601 64.12181857641296)",9
1461,9367,8244,"LINESTRING (-21.5570668 64.19818050000001, -21.548489 64.19604750000001)",22
1462,9369,15902,"LINESTRING (-21.5896197 64.1223585, -21.5934634 64.1214185)",15
1463,9372,2550,"LINESTRING (-21.8337337 64.2425262, -21.8322677 64.24249349999999)",120
1464,9402,4295,"LINESTRING (-21.8173978 64.1256411, -21.8169381 64.1256496)",6
1465,9402,new_obj_714,"LINESTRING (-21.8173978 64.1256411, -21.81831214998158 64.12562735002666)",9
1466,9405,6008,"LINESTRING (-21.9514691 64.1500666, -21.9522236 64.1497068)",10
1467,9406,7684,"LINESTRING (-21.849921 64.12529979999999, -21.8538631 64.1259689)",2999
1468,9406,new_obj_619,"LINESTRING (-21.84784760728127 64.1249154307245, -21.8493457 64.12521839999999, -21.849921 64.12529979999999)",120
1469,9408,1517,"LINESTRING (-21.6244009 64.3480575, -21.6264844 64.34878329999999)",378
1470,9408,3445,"LINESTRING (-21.6244009 64.3480575, -21.6102222 64.34315839999999, -21.607987 64.3421862)",434
1471,9410,15576,"LINESTRING (-21.7422618 64.0851124, -21.7418197 64.0845624)",1
1472,9411,13101,"LINESTRING (-21.7950303 64.124278, -21.7909159 64.1243715)",135
1473,9411,new_obj_1258,"LINESTRING (-21.7950303 64.124278, -21.79673714980306 64.12421605009057)",3202
1474,9418,12904,"LINESTRING (-21.89277 64.14115630000001, -21.8928769 64.1405161)",1
1475,9420,9547,"LINESTRING (-21.5962459 64.17297790000001, -21.5920707 64.1732165)",15
1476,9424,3772,"LINESTRING (-21.6128033 64.10308999999999, -21.6155438 64.1063944)",45
1477,9437,11832,"LINESTRING (-21.6123876 64.1135, -21.6155352 64.112891)",60
1478,9461,3453,"LINESTRING (-21.6042528 64.32232089999999, -21.609545 64.3190565)",56
1479,9469,5140,"LINESTRING (-21.927565 64.1399206, -21.9288139 64.13958150000001)",1
1480,9475,10740,"LINESTRING (-21.6979736 64.1941321, -21.6975069 64.1941401)",2002
1481,9475,new_obj_2348,"LINESTRING (-21.6979736 64.1941321, -21.69817133413808 64.19440424232836)",404
1482,9476,15058,"LINESTRING (-21.9014477 64.13208950000001, -21.9030735 64.13233099999999)",5
1483,9482,3797,"LINESTRING (-21.8601637 64.14279500000001, -21.861182 64.1415451)",10
1484,9482,new_obj_1959,"LINESTRING (-21.8601637 64.14279500000001, -21.85920035007929 64.14400735003777)",5
1485,9485,new_obj_1920,"LINESTRING (-21.8759755 64.146773, -21.87799170020943 64.14670060008945)",1
1486,9487,9579,"LINESTRING (-21.7989823 64.1525122, -21.7984978 64.15218)",15
1487,9489,2747,"LINESTRING (-21.4624928 64.28697889999999, -21.4620791 64.2877036)",25
1488,9494,12692,"LINESTRING (-21.8387469 64.10997380000001, -21.8380013 64.1099679)",4
1489,9500,6868,"LINESTRING (-21.3030268 64.36348630000001, -21.2918611 64.3640468)",408
1490,9500,15963,"LINESTRING (-21.3030268 64.36348630000001, -21.3115084 64.3633804)",42
1491,9504,13817,"LINESTRING (-21.8580029 64.1205032, -21.8584233 64.12053330000001)",9
1492,9504,new_obj_418,"LINESTRING (-21.85604524482018 64.12037660590107, -21.8570084 64.1204603, -21.8580029 64.1205032)",3
1493,9505,4568,"LINESTRING (-21.6443428 64.10681940000001, -21.6464033 64.10762889999999)",57
1494,9508,new_obj_2379,"LINESTRING (-21.7225083 64.2947164, -21.72132339992056 64.29623025003832)",15
1495,9536,10060,"LINESTRING (-21.5927213 64.31552689999999, -21.5937513 64.3159593)",15
1496,9537,new_obj_2412,"LINESTRING (-21.7087561 64.1672976, -21.70447396997399 64.16801258198237)",3
1497,9543,7837,"LINESTRING (-21.8155472 64.0985927, -21.8182199 64.0985376)",11
1498,9543,15948,"LINESTRING (-21.8155472 64.0985927, -21.8127336 64.0993179)",4
1499,9547,12315,"LINESTRING (-21.5920707 64.1732165, -21.5920723 64.17395)",46
1500,9551,4788,"LINESTRING (-21.7800076 64.1148535, -21.780007 64.1144662)",641
